Date,Ticker,Open,High,Low,Close,Adj_Close,Volume,Dividends,Stock_Splits
2025-10-27,AAPL,264.8800048828125,269.1199951171875,264.6499938964844,268.80999755859375,268.5496520996094,44888200,0.0,0.0
2025-10-28,AAPL,268.989990234375,269.8900146484375,268.1499938964844,269.0,268.7394714355469,41534800,0.0,0.0
2025-10-29,AAPL,269.2799987792969,271.4100036621094,267.1099853515625,269.70001220703125,269.4388122558594,51086700,0.0,0.0
2025-10-30,AAPL,271.989990234375,274.1400146484375,268.4800109863281,271.3999938964844,271.13714599609375,69886500,0.0,0.0
2025-10-31,AAPL,276.989990234375,277.32000732421875,269.1600036621094,270.3699951171875,270.108154296875,86167100,0.0,0.0
2025-11-03,AAPL,270.4200134277344,270.8500061035156,266.25,269.04998779296875,268.7894287109375,50194600,0.0,0.0
2025-11-04,AAPL,268.3299865722656,271.489990234375,267.6199951171875,270.0400085449219,269.7784729003906,49274800,0.0,0.0
2025-11-05,AAPL,268.6099853515625,271.70001220703125,266.92999267578125,270.1400146484375,269.8783874511719,43683100,0.0,0.0
2025-11-06,AAPL,267.8900146484375,273.3999938964844,267.8900146484375,269.7699890136719,269.50872802734375,51204000,0.0,0.0
2025-11-07,AAPL,269.79998779296875,272.2900085449219,266.7699890136719,268.4700012207031,268.2099914550781,48227400,0.0,0.0
2025-11-10,AAPL,268.9599914550781,273.7300109863281,267.4599914550781,269.42999267578125,269.42999267578125,41312400,0.26,0.0
2025-11-11,AAPL,269.80999755859375,275.9100036621094,269.79998779296875,275.25,275.25,46208300,0.0,0.0
2025-11-12,AAPL,275.0,275.7300109863281,271.70001220703125,273.4700012207031,273.4700012207031,48398000,0.0,0.0
2025-11-13,AAPL,274.1099853515625,276.70001220703125,272.0899963378906,272.95001220703125,272.95001220703125,49602800,0.0,0.0
2025-11-14,AAPL,271.04998779296875,275.9599914550781,269.6000061035156,272.4100036621094,272.4100036621094,47431300,0.0,0.0
2025-11-17,AAPL,268.82000732421875,270.489990234375,265.7300109863281,267.4599914550781,267.4599914550781,45018300,0.0,0.0
2025-11-18,AAPL,269.989990234375,270.7099914550781,265.32000732421875,267.44000244140625,267.44000244140625,45677300,0.0,0.0
2025-11-19,AAPL,265.5299987792969,272.2099914550781,265.5,268.55999755859375,268.55999755859375,40424500,0.0,0.0
2025-11-20,AAPL,270.8299865722656,275.42999267578125,265.9200134277344,266.25,266.25,45823600,0.0,0.0
2025-11-21,AAPL,265.95001220703125,273.3299865722656,265.6700134277344,271.489990234375,271.489990234375,59030800,0.0,0.0
2025-11-24,AAPL,270.8999938964844,277.0,270.8999938964844,275.9200134277344,275.9200134277344,65585800,0.0,0.0
2025-11-25,AAPL,275.2699890136719,280.3800048828125,275.25,276.9700012207031,276.9700012207031,46914200,0.0,0.0
2025-11-26,AAPL,276.9599914550781,279.5299987792969,276.6300048828125,277.54998779296875,277.54998779296875,33431400,0.0,0.0
2025-11-28,AAPL,277.260009765625,279.0,275.989990234375,278.8500061035156,278.8500061035156,20135600,0.0,0.0
2025-12-01,AAPL,278.010009765625,283.4200134277344,276.1400146484375,283.1000061035156,283.1000061035156,46528400,0.0,0.0
2025-09-25,AMZN,220.05999755859375,220.6699981689453,216.47000122070312,218.14999389648438,218.14999389648438,52226300,0.0,0.0
2025-09-26,AMZN,219.0800018310547,221.0500030517578,218.02000427246094,219.77999877929688,219.77999877929688,41650100,0.0,0.0
2025-09-29,AMZN,220.0800018310547,222.60000610351562,219.3000030517578,222.1699981689453,222.1699981689453,44259200,0.0,0.0
2025-09-30,AMZN,222.02999877929688,222.24000549316406,217.88999938964844,219.57000732421875,219.57000732421875,48396400,0.0,0.0
2025-10-01,AMZN,217.36000061035156,222.14999389648438,216.61000061035156,220.6300048828125,220.6300048828125,43933800,0.0,0.0
2025-10-02,AMZN,221.00999450683594,222.80999755859375,218.9499969482422,222.41000366210938,222.41000366210938,41258600,0.0,0.0
2025-10-03,AMZN,223.44000244140625,224.1999969482422,219.33999633789062,219.50999450683594,219.50999450683594,43639000,0.0,0.0
2025-10-06,AMZN,221.0,221.72999572753906,216.02999877929688,220.89999389648438,220.89999389648438,43690900,0.0,0.0
2025-10-07,AMZN,220.8800048828125,222.88999938964844,220.1699981689453,221.77999877929688,221.77999877929688,31194700,0.0,0.0
2025-10-08,AMZN,222.9199981689453,226.72999572753906,221.19000244140625,225.22000122070312,225.22000122070312,46686000,0.0,0.0
2025-10-09,AMZN,225.0,228.2100067138672,221.75,227.74000549316406,227.74000549316406,46412100,0.0,0.0
2025-10-10,AMZN,226.2100067138672,228.25,216.0,216.3699951171875,216.3699951171875,72367500,0.0,0.0
2025-10-13,AMZN,217.6999969482422,220.67999267578125,217.0399932861328,220.07000732421875,220.07000732421875,37809700,0.0,0.0
2025-10-14,AMZN,215.55999755859375,219.32000732421875,212.60000610351562,216.38999938964844,216.38999938964844,45665600,0.0,0.0
2025-10-15,AMZN,216.6199951171875,217.7100067138672,212.66000366210938,215.57000732421875,215.57000732421875,45909500,0.0,0.0
2025-10-16,AMZN,215.6699981689453,218.58999633789062,212.80999755859375,214.47000122070312,214.47000122070312,42414600,0.0,0.0
2025-10-17,AMZN,214.55999755859375,214.8000030517578,211.02999877929688,213.0399932861328,213.0399932861328,45986900,0.0,0.0
2025-10-20,AMZN,213.8800048828125,216.69000244140625,213.58999633789062,216.47999572753906,216.47999572753906,38882800,0.0,0.0
2025-10-21,AMZN,218.42999267578125,223.32000732421875,217.99000549316406,222.02999877929688,222.02999877929688,50494600,0.0,0.0
2025-10-22,AMZN,219.3000030517578,220.00999450683594,216.52000427246094,217.9499969482422,217.9499969482422,44308500,0.0,0.0
2025-10-23,AMZN,219.0,221.3000030517578,218.17999267578125,221.08999633789062,221.08999633789062,31540000,0.0,0.0
2025-10-24,AMZN,221.97000122070312,225.39999389648438,221.89999389648438,224.2100067138672,224.2100067138672,38685100,0.0,0.0
2025-10-27,AMZN,227.66000366210938,228.39999389648438,225.5399932861328,226.97000122070312,226.97000122070312,38267000,0.0,0.0
2025-10-28,AMZN,228.22000122070312,231.49000549316406,226.2100067138672,229.25,229.25,47100000,0.0,0.0
2025-10-29,AMZN,231.6699981689453,232.82000732421875,227.75999450683594,230.3000030517578,230.3000030517578,52036200,0.0,0.0
2025-10-30,AMZN,227.05999755859375,228.44000244140625,222.75,222.86000061035156,222.86000061035156,102252900,0.0,0.0
2025-10-31,AMZN,250.10000610351562,250.5,243.97999572753906,244.22000122070312,244.22000122070312,166340800,0.0,0.0
2025-11-03,AMZN,255.36000061035156,258.6000061035156,252.89999389648438,254.0,254.0,95997800,0.0,0.0
2025-11-04,AMZN,250.3800048828125,257.010009765625,248.66000366210938,249.32000732421875,249.32000732421875,51546300,0.0,0.0
2025-11-05,AMZN,249.02999877929688,251.0,246.16000366210938,250.1999969482422,250.1999969482422,40610700,0.0,0.0
2025-11-06,AMZN,249.16000366210938,250.3800048828125,242.1699981689453,243.0399932861328,243.0399932861328,46004200,0.0,0.0
2025-11-07,AMZN,242.89999389648438,244.89999389648438,238.49000549316406,244.41000366210938,244.41000366210938,46374300,0.0,0.0
2025-11-10,AMZN,248.33999633789062,251.75,245.58999633789062,248.39999389648438,248.39999389648438,36476500,0.0,0.0
2025-11-11,AMZN,248.41000366210938,249.75,247.22999572753906,249.10000610351562,249.10000610351562,23564100,0.0,0.0
2025-11-12,AMZN,250.24000549316406,250.3699951171875,243.75,244.1999969482422,244.1999969482422,31190100,0.0,0.0
2025-11-13,AMZN,243.0500030517578,243.75,236.5,237.5800018310547,237.5800018310547,41401700,0.0,0.0
2025-11-14,AMZN,235.05999755859375,238.72999572753906,232.88999938964844,234.69000244140625,234.69000244140625,38956700,0.0,0.0
2025-11-17,AMZN,233.25,234.60000610351562,229.19000244140625,232.8699951171875,232.8699951171875,59919000,0.0,0.0
2025-11-18,AMZN,228.10000610351562,230.1999969482422,222.4199981689453,222.5500030517578,222.5500030517578,60608400,0.0,0.0
2025-11-19,AMZN,223.74000549316406,223.74000549316406,218.52000427246094,222.69000244140625,222.69000244140625,58335600,0.0,0.0
2025-11-20,AMZN,227.0500030517578,227.41000366210938,216.74000549316406,217.13999938964844,217.13999938964844,50309000,0.0,0.0
2025-11-21,AMZN,216.35000610351562,222.2100067138672,215.17999267578125,220.69000244140625,220.69000244140625,68490500,0.0,0.0
2025-11-24,AMZN,222.55999755859375,227.3300018310547,222.27000427246094,226.27999877929688,226.27999877929688,54318400,0.0,0.0
2025-11-25,AMZN,226.3800048828125,230.52000427246094,223.8000030517578,229.6699981689453,229.6699981689453,39379300,0.0,0.0
2025-11-26,AMZN,230.74000549316406,231.75,228.77000427246094,229.16000366210938,229.16000366210938,38497900,0.0,0.0
2025-11-28,AMZN,231.24000549316406,233.2899932861328,230.22000122070312,233.22000122070312,233.22000122070312,20292300,0.0,0.0
2025-12-01,AMZN,233.22000122070312,235.8000030517578,232.25,233.8800048828125,233.8800048828125,42847900,0.0,0.0
2025-09-25,GOOGL,244.39999389648438,246.49000549316406,240.74000549316406,245.7899932861328,245.7899932861328,31020400,0.0,0.0
2025-09-26,GOOGL,247.07000732421875,249.4199981689453,245.97000122070312,246.5399932861328,246.5399932861328,18503200,0.0,0.0
2025-09-29,GOOGL,247.85000610351562,251.14999389648438,242.77000427246094,244.0500030517578,244.0500030517578,32505800,0.0,0.0
2025-09-30,GOOGL,242.80999755859375,243.2899932861328,239.25,243.10000610351562,243.10000610351562,34724300,0.0,0.0
2025-10-01,GOOGL,240.75,246.3000030517578,238.61000061035156,244.89999389648438,244.89999389648438,31658200,0.0,0.0
2025-10-02,GOOGL,245.14999389648438,246.80999755859375,242.3000030517578,245.69000244140625,245.69000244140625,25483300,0.0,0.0
2025-10-03,GOOGL,244.49000549316406,246.3000030517578,241.66000366210938,245.35000610351562,245.35000610351562,30249600,0.0,0.0
2025-10-06,GOOGL,244.77999877929688,251.32000732421875,244.5800018310547,250.42999267578125,250.42999267578125,28894700,0.0,0.0
2025-10-07,GOOGL,248.27000427246094,250.44000244140625,245.52000427246094,245.75999450683594,245.75999450683594,23181300,0.0,0.0
2025-10-08,GOOGL,244.9600067138672,246.00999450683594,243.82000732421875,244.6199951171875,244.6199951171875,21307100,0.0,0.0
2025-10-09,GOOGL,244.47000122070312,244.75999450683594,239.14999389648438,241.52999877929688,241.52999877929688,27892100,0.0,0.0
2025-10-10,GOOGL,241.42999267578125,244.08999633789062,235.83999633789062,236.57000732421875,236.57000732421875,33180300,0.0,0.0
2025-10-13,GOOGL,240.2100067138672,244.5,239.7100067138672,244.14999389648438,244.14999389648438,24995000,0.0,0.0
2025-10-14,GOOGL,241.22999572753906,247.1199951171875,240.50999450683594,245.4499969482422,245.4499969482422,22111600,0.0,0.0
2025-10-15,GOOGL,247.25,252.11000061035156,245.99000549316406,251.02999877929688,251.02999877929688,27007700,0.0,0.0
2025-10-16,GOOGL,251.77000427246094,256.9599914550781,250.10000610351562,251.4600067138672,251.4600067138672,27997200,0.0,0.0
2025-10-17,GOOGL,250.75999450683594,254.22000122070312,247.80999755859375,253.3000030517578,253.3000030517578,29671600,0.0,0.0
2025-10-20,GOOGL,254.69000244140625,257.3299865722656,254.22999572753906,256.54998779296875,256.54998779296875,22350200,0.0,0.0
2025-10-21,GOOGL,254.74000549316406,254.8800048828125,244.14999389648438,250.4600067138672,250.4600067138672,47312100,0.0,0.0
2025-10-22,GOOGL,254.3699951171875,256.3599853515625,249.2899932861328,251.69000244140625,251.69000244140625,35029400,0.0,0.0
2025-10-23,GOOGL,252.97999572753906,255.0399932861328,251.85000610351562,253.0800018310547,253.0800018310547,19901400,0.0,0.0
2025-10-24,GOOGL,256.5799865722656,261.67999267578125,255.32000732421875,259.9200134277344,259.9200134277344,28655100,0.0,0.0
2025-10-27,GOOGL,264.82000732421875,270.1400146484375,264.2799987792969,269.2699890136719,269.2699890136719,35235200,0.0,0.0
2025-10-28,GOOGL,269.69000244140625,270.7300109863281,266.5,267.4700012207031,267.4700012207031,29738600,0.0,0.0
2025-10-29,GOOGL,267.75,275.3399963378906,267.6700134277344,274.57000732421875,274.57000732421875,43580300,0.0,0.0
2025-10-30,GOOGL,291.5899963378906,291.5899963378906,280.05999755859375,281.4800109863281,281.4800109863281,74876000,0.0,0.0
2025-10-31,GOOGL,283.2099914550781,286.0,277.0299987792969,281.19000244140625,281.19000244140625,39267900,0.0,0.0
2025-11-03,GOOGL,282.17999267578125,285.5299987792969,279.79998779296875,283.7200012207031,283.7200012207031,29786000,0.0,0.0
2025-11-04,GOOGL,276.75,281.2699890136719,276.260009765625,277.5400085449219,277.5400085449219,30078400,0.0,0.0
2025-11-05,GOOGL,278.8699951171875,286.4200134277344,277.3399963378906,284.30999755859375,284.30999755859375,31010300,0.0,0.0
2025-11-06,GOOGL,285.3299865722656,288.3500061035156,281.1400146484375,284.75,284.75,37173600,0.0,0.0
2025-11-07,GOOGL,283.2099914550781,283.7799987792969,275.19000244140625,278.8299865722656,278.8299865722656,34479600,0.0,0.0
2025-11-10,GOOGL,284.4200134277344,290.79998779296875,282.8599853515625,290.1000061035156,290.1000061035156,29557300,0.0,0.0
2025-11-11,GOOGL,287.75,291.9200134277344,287.32000732421875,291.30999755859375,291.30999755859375,19842100,0.0,0.0
2025-11-12,GOOGL,291.67999267578125,292.010009765625,283.69000244140625,286.7099914550781,286.7099914550781,24829900,0.0,0.0
2025-11-13,GOOGL,282.3399963378906,282.8399963378906,277.239990234375,278.57000732421875,278.57000732421875,29494000,0.0,0.0
2025-11-14,GOOGL,271.4100036621094,278.55999755859375,270.70001220703125,276.4100036621094,276.4100036621094,31647200,0.0,0.0
2025-11-17,GOOGL,285.7799987792969,293.95001220703125,283.57000732421875,285.0199890136719,285.0199890136719,52670200,0.0,0.0
2025-11-18,GOOGL,287.9200134277344,288.79998779296875,278.20001220703125,284.2799987792969,284.2799987792969,49158700,0.0,0.0
2025-11-19,GOOGL,287.1600036621094,303.80999755859375,286.6300048828125,292.80999755859375,292.80999755859375,68198900,0.0,0.0
2025-11-20,GOOGL,304.5400085449219,306.4200134277344,288.6700134277344,289.45001220703125,289.45001220703125,62025200,0.0,0.0
2025-11-21,GOOGL,296.4200134277344,303.9200134277344,293.8500061035156,299.6600036621094,299.6600036621094,74137700,0.0,0.0
2025-11-24,GOOGL,311.1300048828125,319.4800109863281,309.6000061035156,318.5799865722656,318.5799865722656,85165100,0.0,0.0
2025-11-25,GOOGL,326.2099914550781,328.8299865722656,317.6499938964844,323.44000244140625,323.44000244140625,88632100,0.0,0.0
2025-11-26,GOOGL,320.67999267578125,324.5,316.7900085449219,319.95001220703125,319.95001220703125,51373400,0.0,0.0
2025-11-28,GOOGL,323.3699951171875,326.8500061035156,316.7900085449219,320.17999267578125,320.17999267578125,26018600,0.0,0.0
2025-12-01,GOOGL,317.70001220703125,319.8500061035156,313.8900146484375,314.8900146484375,314.8900146484375,41132300,0.0,0.0
2025-09-25,JPM,314.1199951171875,315.6499938964844,311.79998779296875,313.45001220703125,311.9334716796875,7083200,0.0,0.0
2025-09-26,JPM,314.8999938964844,317.80999755859375,313.70001220703125,316.05999755859375,314.53082275390625,7258100,0.0,0.0
2025-09-29,JPM,317.05999755859375,318.010009765625,313.6600036621094,315.69000244140625,314.1626281738281,6462400,0.0,0.0
2025-09-30,JPM,316.25,317.4100036621094,310.1099853515625,315.42999267578125,313.90386962890625,11823300,0.0,0.0
2025-10-01,JPM,313.9700012207031,314.5899963378906,307.4100036621094,310.7099914550781,309.2066955566406,9235200,0.0,0.0
2025-10-02,JPM,310.0,310.55999755859375,306.1400146484375,307.54998779296875,306.0619812011719,7600000,0.0,0.0
2025-10-03,JPM,308.510009765625,311.6600036621094,308.2099914550781,310.0299987792969,308.5299987792969,6029900,0.0,0.0
2025-10-06,JPM,310.17999267578125,311.75,305.1300048828125,309.17999267578125,309.17999267578125,7214500,1.5,0.0
2025-10-07,JPM,309.3500061035156,310.010009765625,304.70001220703125,307.69000244140625,307.69000244140625,8454200,0.0,0.0
2025-10-08,JPM,308.2099914550781,308.7799987792969,303.54998779296875,304.0299987792969,304.0299987792969,6489900,0.0,0.0
2025-10-09,JPM,305.04998779296875,308.0400085449219,303.3900146484375,305.5299987792969,305.5299987792969,7060300,0.0,0.0
2025-10-10,JPM,305.6600036621094,310.4700012207031,300.80999755859375,300.8900146484375,300.8900146484375,8597400,0.0,0.0
2025-10-13,JPM,305.6000061035156,309.4599914550781,305.45001220703125,307.9700012207031,307.9700012207031,10788700,0.0,0.0
2025-10-14,JPM,305.8399963378906,307.0,294.2099914550781,302.0799865722656,302.0799865722656,16178800,0.0,0.0
2025-10-15,JPM,306.3900146484375,312.1199951171875,305.44000244140625,305.69000244140625,305.69000244140625,11354800,0.0,0.0
2025-10-16,JPM,305.3500061035156,308.67999267578125,297.07000732421875,298.5400085449219,298.5400085449219,10549400,0.0,0.0
2025-10-17,JPM,299.1600036621094,299.54998779296875,294.20001220703125,297.55999755859375,297.55999755859375,10153500,0.0,0.0
2025-10-20,JPM,298.5,303.69000244140625,298.1600036621094,302.3599853515625,302.3599853515625,6894900,0.0,0.0
2025-10-21,JPM,301.6600036621094,304.04998779296875,297.0,297.0899963378906,297.0899963378906,7372700,0.0,0.0
2025-10-22,JPM,297.7699890136719,298.05999755859375,290.5400085449219,294.1099853515625,294.1099853515625,8054100,0.0,0.0
2025-10-23,JPM,294.3800048828125,296.3699951171875,292.510009765625,294.5400085449219,294.5400085449219,5438800,0.0,0.0
2025-10-24,JPM,296.0799865722656,302.6000061035156,295.45001220703125,300.44000244140625,300.44000244140625,7228300,0.0,0.0
2025-10-27,JPM,302.1600036621094,304.5299987792969,301.010009765625,304.1499938964844,304.1499938964844,5642200,0.0,0.0
2025-10-28,JPM,304.8599853515625,307.9700012207031,303.1600036621094,305.3599853515625,305.3599853515625,6336000,0.0,0.0
2025-10-29,JPM,303.510009765625,308.25,303.010009765625,305.510009765625,305.510009765625,7520300,0.0,0.0
2025-10-30,JPM,305.7900085449219,312.6099853515625,305.1000061035156,309.44000244140625,309.44000244140625,7514600,0.0,0.0
2025-10-31,JPM,308.5400085449219,312.8699951171875,307.25,311.1199951171875,311.1199951171875,7721300,0.0,0.0
2025-11-03,JPM,311.0,312.32000732421875,306.2099914550781,309.3500061035156,309.3500061035156,7770000,0.0,0.0
2025-11-04,JPM,306.7099914550781,312.2200012207031,305.1000061035156,309.25,309.25,7085200,0.0,0.0
2025-11-05,JPM,309.6099853515625,313.1000061035156,305.6300048828125,311.67999267578125,311.67999267578125,6865200,0.0,0.0
2025-11-06,JPM,310.989990234375,314.8399963378906,310.260009765625,313.4200134277344,313.4200134277344,7206100,0.0,0.0
2025-11-07,JPM,311.8900146484375,314.42999267578125,307.6400146484375,314.2099914550781,314.2099914550781,7302300,0.0,0.0
2025-11-10,JPM,315.0,319.55999755859375,314.2099914550781,316.8900146484375,316.8900146484375,5794100,0.0,0.0
2025-11-11,JPM,317.5,319.04998779296875,315.2799987792969,315.6199951171875,315.6199951171875,5030200,0.0,0.0
2025-11-12,JPM,316.260009765625,322.25,316.2099914550781,320.4100036621094,320.4100036621094,10578300,0.0,0.0
2025-11-13,JPM,319.2300109863281,320.6300048828125,309.1000061035156,309.4800109863281,309.4800109863281,8973300,0.0,0.0
2025-11-14,JPM,307.510009765625,307.6400146484375,301.2300109863281,303.6099853515625,303.6099853515625,10327000,0.0,0.0
2025-11-17,JPM,304.0,305.5899963378906,297.6700134277344,300.3699951171875,300.3699951171875,8344000,0.0,0.0
2025-11-18,JPM,299.5,302.95001220703125,297.0199890136719,299.4100036621094,299.4100036621094,8077300,0.0,0.0
2025-11-19,JPM,299.739990234375,304.45001220703125,299.2699890136719,303.2699890136719,303.2699890136719,5546600,0.0,0.0
2025-11-20,JPM,306.3399963378906,309.9200134277344,298.1600036621094,298.3800048828125,298.3800048828125,7501600,0.0,0.0
2025-11-21,JPM,301.2900085449219,301.67999267578125,292.80999755859375,298.0199890136719,298.0199890136719,11766800,0.0,0.0
2025-11-24,JPM,298.239990234375,299.82000732421875,294.510009765625,298.0,298.0,10940200,0.0,0.0
2025-11-25,JPM,300.04998779296875,304.5,295.55999755859375,303.0,303.0,8877200,0.0,0.0
2025-11-26,JPM,305.0,308.5299987792969,303.20001220703125,307.6400146484375,307.6400146484375,7910900,0.0,0.0
2025-11-28,JPM,309.1000061035156,313.7200012207031,308.239990234375,313.0799865722656,313.0799865722656,4322400,0.0,0.0
2025-12-01,JPM,312.95001220703125,314.0400085449219,308.5400085449219,308.9200134277344,308.9200134277344,7722300,0.0,0.0
2025-09-25,META,753.4500122070312,756.77001953125,744.5499877929688,748.9099731445312,748.9099731445312,10591100,0.0,0.0
2025-09-26,META,750.0,751.9299926757812,737.3499755859375,743.75,743.75,9696300,0.0,0.0
2025-09-29,META,748.719970703125,750.780029296875,739.1500244140625,743.4000244140625,743.4000244140625,9246800,0.0,0.0
2025-09-30,META,742.25,742.969970703125,726.2999877929688,734.3800048828125,734.3800048828125,16226800,0.0,0.0
2025-10-01,META,721.489990234375,721.8499755859375,710.2000122070312,717.3400268554688,717.3400268554688,20419600,0.0,0.0
2025-10-02,META,722.5800170898438,727.77001953125,718.1400146484375,727.0499877929688,727.0499877929688,11415300,0.0,0.0
2025-10-03,META,729.6300048828125,731.0,710.1799926757812,710.5599975585938,710.5599975585938,16154300,0.0,0.0
2025-10-06,META,705.1900024414062,716.8800048828125,690.510009765625,715.6599731445312,715.6599731445312,21654700,0.0,0.0
2025-10-07,META,717.719970703125,718.5,705.75,713.0800170898438,713.0800170898438,12062900,0.0,0.0
2025-10-08,META,713.4500122070312,719.6500244140625,707.8099975585938,717.8400268554688,717.8400268554688,10790600,0.0,0.0
2025-10-09,META,718.280029296875,733.510009765625,712.4400024414062,733.510009765625,733.510009765625,12717200,0.0,0.0
2025-10-10,META,730.9199829101562,735.27001953125,704.510009765625,705.2999877929688,705.2999877929688,16980100,0.0,0.0
2025-10-13,META,713.010009765625,719.9400024414062,707.6400146484375,715.7000122070312,715.7000122070312,9251800,0.0,0.0
2025-10-14,META,707.780029296875,715.5499877929688,699.3300170898438,708.6500244140625,708.6500244140625,8829800,0.0,0.0
2025-10-15,META,717.0599975585938,723.9000244140625,709.510009765625,717.5499877929688,717.5499877929688,10246800,0.0,0.0
2025-10-16,META,717.5499877929688,725.489990234375,703.8800048828125,712.0700073242188,712.0700073242188,9017000,0.0,0.0
2025-10-17,META,707.0800170898438,718.5399780273438,706.1199951171875,716.9199829101562,716.9199829101562,12232400,0.0,0.0
2025-10-20,META,721.1900024414062,733.77001953125,720.1799926757812,732.1699829101562,732.1699829101562,8900200,0.0,0.0
2025-10-21,META,736.02001953125,738.5,728.75,733.27001953125,733.27001953125,7647300,0.0,0.0
2025-10-22,META,733.8300170898438,740.5999755859375,724.030029296875,733.4099731445312,733.4099731445312,8734500,0.0,0.0
2025-10-23,META,734.7000122070312,742.4099731445312,733.0999755859375,734.0,734.0,9856000,0.0,0.0
2025-10-24,META,736.7899780273438,741.2100219726562,731.1500244140625,738.3599853515625,738.3599853515625,9151300,0.0,0.0
2025-10-27,META,749.72998046875,755.75,748.010009765625,750.8200073242188,750.8200073242188,11321100,0.0,0.0
2025-10-28,META,752.6300048828125,758.4000244140625,745.52001953125,751.4400024414062,751.4400024414062,12193800,0.0,0.0
2025-10-29,META,754.75,759.1599731445312,742.510009765625,751.6699829101562,751.6699829101562,26818600,0.0,0.0
2025-10-30,META,669.1500244140625,680.9600219726562,650.1699829101562,666.469970703125,666.469970703125,88440100,0.0,0.0
2025-10-31,META,674.510009765625,674.8900146484375,645.5700073242188,648.3499755859375,648.3499755859375,56953200,0.0,0.0
2025-11-03,META,656.0,659.3300170898438,636.1799926757812,637.7100219726562,637.7100219726562,33003600,0.0,0.0
2025-11-04,META,628.0399780273438,641.739990234375,626.010009765625,627.3200073242188,627.3200073242188,27356600,0.0,0.0
2025-11-05,META,632.3099975585938,642.22998046875,626.5399780273438,635.9500122070312,635.9500122070312,20219900,0.0,0.0
2025-11-06,META,635.8499755859375,636.0,618.0,618.9400024414062,618.9400024414062,23628800,0.0,0.0
2025-11-07,META,616.489990234375,622.1300048828125,601.2000122070312,621.7100219726562,621.7100219726562,29946800,0.0,0.0
2025-11-10,META,631.0900268554688,635.0,618.1099853515625,631.760009765625,631.760009765625,19245000,0.0,0.0
2025-11-11,META,628.0,629.5599975585938,619.3900146484375,627.0800170898438,627.0800170898438,13302200,0.0,0.0
2025-11-12,META,628.1300048828125,628.989990234375,607.77001953125,609.010009765625,609.010009765625,24493300,0.0,0.0
2025-11-13,META,613.0700073242188,617.6500244140625,603.0,609.8900146484375,609.8900146484375,20973800,0.0,0.0
2025-11-14,META,601.7899780273438,613.6799926757812,595.2000122070312,609.4600219726562,609.4600219726562,20724100,0.0,0.0
2025-11-17,META,609.0399780273438,611.6900024414062,595.4000244140625,602.010009765625,602.010009765625,16501300,0.0,0.0
